Domain;Fluent;Accumulated Reward (LB);Accumulated Reward (UB);Range (fluent);Range (regular MDP);Score (as Diff);Score (as Explained Interval)
MountainCar_ippc2023;pos;0.0;20000.0;20000.0;17500.0;2500.0;114.28571428571428
MountainCar_ippc2023;vel;0.0;18500.0;18500.0;17500.0;1000.0;105.71428571428572
