pid,worker,iteration,target,best_target,acq_params,TUNABLE_WEIGHT,TUNABLE_LEARNING_RATE
48655,4,11,-74260.62120907029,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 72, 'kappa': 2.5118864315095784, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",92.71953476098882,7.817719870780907e-05
48651,5,11,-74841.60998587591,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 72, 'kappa': 2.5118864315095784, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",24483.324962722483,1.658703164626504
49498,0,12,-74271.943753278,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 78, 'kappa': 2.238721138568338, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",9.360943605352553,2.2987520655724967e-05
49494,1,12,-73516.75948861985,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 78, 'kappa': 2.238721138568338, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",138.8236688545719,0.0001303015396952823
49495,2,12,-74970.9180124758,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 78, 'kappa': 2.238721138568338, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",12958.54841128123,1.9319746696655746
49496,3,12,-73564.76714804604,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 78, 'kappa': 2.238721138568338, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",9.176686776932069,2.4524701579459575e-05
49497,4,12,-76500.33264874312,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 78, 'kappa': 2.238721138568338, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",85.84497343017972,0.00015253588686345816
49493,5,12,-75744.5868637385,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 78, 'kappa': 2.238721138568338, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",8.737780102642512,2.4434926371968196e-05
50325,0,13,-73688.73985894182,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 84, 'kappa': 1.9952623149688782, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",12.153796662352004,3.2880071593031054e-05
50323,1,13,-72977.4072917277,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 84, 'kappa': 1.9952623149688782, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",11.68709825860293,3.330331320325325e-05
50328,2,13,-74400.05289970244,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 84, 'kappa': 1.9952623149688782, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",135.6477081213394,0.00012447910368896015
50326,3,13,-74240.11945743143,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 84, 'kappa': 1.9952623149688782, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",131.0269125824692,0.00012322563726289488
50324,4,13,-71199.5990575535,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 84, 'kappa': 1.9952623149688782, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",145.36512242223546,0.00015496875640562058
50327,5,13,-76087.65133823181,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 84, 'kappa': 1.9952623149688782, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",130.7947357634492,0.00012773132952164092
51187,0,14,-77511.341623564,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 90, 'kappa': 1.7782794100389212, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",38.494232488395646,6.232756486401177e-05
51189,1,14,-73388.94501232042,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 90, 'kappa': 1.7782794100389212, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",203.7068122979988,0.00013795124750094433
51192,2,14,-74087.66058232718,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 90, 'kappa': 1.7782794100389212, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",220.08998490914456,0.00013358183610764012
51191,3,14,-75183.74082566031,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 90, 'kappa': 1.7782794100389212, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",190.21443381360666,0.00011546022869814673
51188,4,14,-72395.17391312377,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 90, 'kappa': 1.7782794100389212, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",207.2481645262515,0.00011823947187168978
51190,5,14,-76541.60941185142,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 90, 'kappa': 1.7782794100389212, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",190.40759667341553,0.00017643076722514313
52018,0,15,-72258.43163388874,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 96, 'kappa': 1.5848931924611118, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",206.0507527777774,0.0002519006398934703
52019,1,15,-75221.97273082477,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 96, 'kappa': 1.5848931924611118, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",291.04687220106774,8.31518032693216e-05
52021,2,15,-73745.05675809905,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 96, 'kappa': 1.5848931924611118, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",218.05607129055628,0.00023422658462356386
52023,3,15,-75082.66476759974,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 96, 'kappa': 1.5848931924611118, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",220.36191159154902,0.00020105665017926939
52022,4,15,-74617.25378521223,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 96, 'kappa': 1.5848931924611118, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",302.997937023224,8.889724764532029e-05
52020,5,15,-73850.44577894798,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 96, 'kappa': 1.5848931924611118, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",7.961952259173609,5.141753203942791e-05
