pid,worker,iteration,target,best_target,acq_params,MODEL_WEIGHT_TUNE,POLICY_WEIGHT_TUNE,LEARNING_RATE_TUNE,VARIANCE_TUNE,LAYER1_TUNE
6928,0,6,-6400.939303897288,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",343.79406534329905,11.79422284380766,1.0,0.3272977411466024,20
6931,1,6,-10117.815475782514,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",446.57182898515043,10.78904854485043,1.0,0.22986800481091615,22
6929,2,6,-6583.551437510772,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",295.2198497065467,15.123134094828895,0.8316828798943499,0.41704583619426727,37
6927,3,6,-9297.62985747908,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",417.67800287632724,9.592380271607896,0.9860182245115432,0.3747760809068797,20
6932,4,6,-9859.695045270362,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",448.2065706742316,9.398241471799826,1.0,0.37993625128791636,19
6933,5,6,-9490.610347510537,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",312.36330917012054,12.795543960393188,1.0,0.3181212249391203,20
6934,6,6,-9893.285346338222,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",324.69441329420476,1.4608111064792995,0.3345297513477239,0.09077349671354526,18
6930,7,6,-8644.273098304238,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 56, 'kappa': 1.9952623149688733, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",316.1167930086124,14.383130356516016,1.0,0.3036754556065168,20
7818,0,7,-7725.312432714319,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",141.78039510104327,2.601775727384607,0.10890958413711065,0.27735242148127565,13
7820,1,7,-6634.5787339557255,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",139.35583099606794,2.600985139306312,0.10652121396714223,0.2760855099200935,13
7822,2,7,-6819.324558159939,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",143.08685486201296,2.7512062641320414,0.10561216256007365,0.28028245035862565,13
7823,3,7,-8439.1628918088,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",140.58138577395428,2.5338066609240584,0.10721914490475407,0.24870714544312245,13
7816,4,7,-5465.492078074455,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",138.49293514456244,2.539655527643881,0.1050652813851519,0.25191610213041166,13
7821,5,7,-9450.53038696881,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",140.95483402664362,2.778869364209947,0.10307769094742854,0.2849375943744507,13
7817,6,7,-10160.36744301691,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",277.926737541922,10.078332101911982,0.6396557736111625,0.33781926035101784,19
7819,7,7,-6763.72546861922,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 64, 'kappa': 1.5848931924611078, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",143.75464655147545,2.605612930944219,0.1109527910321236,0.2721852500375505,13
