pid,worker,iteration,target,best_target,acq_params,MODEL_WEIGHT_TUNE,POLICY_WEIGHT_TUNE,LEARNING_RATE_TUNE,LAYER1_TUNE,LAYER2_TUNE
49168,0,0,44.792933238142055,44.792933238142055,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 6, 'kappa': 7.943282347242814, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",98.46738873614564,0.04207988669606635,0.04570563099801451,29,215
49169,1,0,26.74033589871431,44.91278519790405,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 6, 'kappa': 7.943282347242814, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",101.29197956845731,6.7965780907581514,0.2142302175774106,13,9
49166,2,0,16.1181422292938,44.792933238142055,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 6, 'kappa': 7.943282347242814, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",1.1526449540315609,0.05337032762603955,0.14528246637516026,8,230
49167,3,0,31.7917281331964,44.91278519790405,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 6, 'kappa': 7.943282347242814, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",14.445251022763058,0.14618962793704957,0.00420515645091387,15,22
49170,4,0,32.792889316395595,44.91278519790405,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 6, 'kappa': 7.943282347242814, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",6.789053271698485,0.6672367170464204,0.0002888838362365316,66,12
49171,5,0,44.91278519790405,44.91278519790405,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 6, 'kappa': 7.943282347242814, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",91.63741808778781,0.015339162591163618,0.003725393839578886,121,15
51759,0,1,47.471130199135985,52.27996751077551,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 12, 'kappa': 6.309573444801929, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",0.17353815500009487,8.529147130704475,1.0901912332070288e-05,198,10
51763,1,1,52.27996751077551,52.27996751077551,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 12, 'kappa': 6.309573444801929, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",35.195374525956055,0.010374314406822266,0.004033536475315943,157,12
51758,2,1,42.720611882017955,48.89158275809981,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 12, 'kappa': 6.309573444801929, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",175.26914114988674,0.07781864612572874,0.028361635503366598,35,235
51762,3,1,37.381600076075934,44.91278519790405,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 12, 'kappa': 6.309573444801929, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",103.26121809199793,0.08250890232853315,0.03815861131314878,31,221
51761,4,1,48.89158275809981,48.89158275809981,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 12, 'kappa': 6.309573444801929, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",85.15752301000693,0.04687224793207967,0.04769123414479992,25,202
51760,5,1,41.40736131634994,52.27996751077551,"{'random_state': RandomState(MT19937) at 0x11F031840, 'i': 12, 'kappa': 6.309573444801929, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",116.89394463372564,0.010547023638482329,0.004432691773883189,113,14
