pid,worker,iteration,target,best_target,acq_params,MODEL_WEIGHT_TUNE,POLICY_WEIGHT_TUNE,LEARNING_RATE_TUNE,LAYER1_TUNE,LAYER2_TUNE
67561,4,5,-7038.872152277376,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 36, 'kappa': 2.5118864315095757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",51.956544193599406,0.02316570193223253,0.008203848461840241,20,238
67564,5,5,-7280.529409488723,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 36, 'kappa': 2.5118864315095757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",46.708002190436716,0.014656133124221506,0.019494608010570985,18,136
72791,0,6,-7014.948406221292,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 42, 'kappa': 1.9952623149688757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",46.220942838054036,0.012596061508804183,0.0025950033239291663,25,160
72790,1,6,-7472.027511015139,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 42, 'kappa': 1.9952623149688757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",22.883552997451588,0.015391261904866047,0.00455506694334606,17,175
72789,2,6,-6947.448116453192,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 42, 'kappa': 1.9952623149688757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",98.2055965382995,0.019453479652316315,0.008953471070616562,18,180
72794,3,6,-6826.611350336055,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 42, 'kappa': 1.9952623149688757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",30.865299630463618,0.013262738944808504,0.004443734538505164,20,131
72793,4,6,-7535.105719006305,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 42, 'kappa': 1.9952623149688757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",48.65689877211637,0.020095523786224177,0.004745174203755086,18,116
72792,5,6,-7720.680799165053,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 42, 'kappa': 1.9952623149688757, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",54.84677350172581,0.03348871958966645,0.00757870055893398,21,137
78061,0,7,-7740.942487307014,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 48, 'kappa': 1.5848931924611098, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",52.029313980767505,0.012337879778166017,0.007359852794060856,18,130
78058,1,7,-6899.273858034224,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 48, 'kappa': 1.5848931924611098, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",63.06901814932759,0.026454542390677467,0.005308081757177581,26,129
